,movie_title,movie_id,summary_35
1596,Romper Stomper (1992),1597,"A group of Nazi skinheads in Melbourne target Vietnamese locals, leading to a violent confrontation. An epileptic woman joins their group and helps them evade justice, but questions arise about her own purity. The movie highlights the dangers of racism and the consequences of violence."
1597,City of Industry (1997),1598,"After being lured out of retirement for a heist, Lee Egan is killed by a partner. Roy seeks revenge in this thrilling tale of betrayal and brotherhood."
1598,Someone Else's America (1995),1599,"Alonso and Bay's pursuit of the ""American Dream"" unfolds in a bar run by Alonso and his blind mother. The story showcases their friendship and struggles in achieving their dreams."
1599,Guantanamera (1994),1600,"A satirical portrayal of life in Cuba, the movie follows a funeral procession and truck drivers who find commonalities and differences in their lives. The discussion about God and the world leads to a realization that perspectives shape their experiences."
1600,Office Killer (1997),1601,"A proofreader's job turns into an at-home position during downsizing. She accidentally kills a co-worker and discovers murder can quench her loneliness. A macabre office place forms in her basement, populated by dead co-workers."
1601,"Price Above Rubies, A (1998)",1602,A young woman's desire for more in life causes problems in her marriage to a devout Jew.
1602,Angela (1995),1603,"A family moves to the countryside where the mentally ill mother has just left an institution. Angela, the eldest daughter, may have inherited her mother's illness and becomes obsessed with purification. After consuming Four Loko, she leads her sister in paranoia and uses toys to protect them. Angela becomes uncontrollable in her quest to heaven when her mother returns to the institution."
1603,He Walked by Night (1948),1604,"In post-WWII Los Angeles, two sergeants are assigned to investigate the murder of a cop. They target small-time criminals, hoping to catch the killer. The storyline is a tense crime drama with a focus on police work and justice."
1604,Love Serenade (1996),1605,"A radio DJ arrives in a small Australian town and catches the attention of two sisters, Dimity and Vicki-Ann. Both women become enamored with him, but as they spend more time with him, they begin to realize that he may not be the man they thought he was."
1605,Deceiver (1997),1606,"A wealthy textile heir, accused of murdering a prostitute, faces tough interrogation from detectives with their own dark secrets. With a heavy drinking and violent past, he must navigate through his own memory losses to prove his innocence."
1606,Hurricane Streets (1998),1607,"A 15-year-old Marcus navigates life on the streets of Manhattan with four close friends. His mother is in prison, and his father is dead. The gang pressures him to move up to burglary and car theft, but Marcus just wants to escape to New Mexico and take a break. He meets Melena, a sweet 14-year-old, and they bond over their desire for a better life."
1607,Buddy (1997),1608,"A socialite raises a baby gorilla with her other animals. The gorilla becomes fully grown and is invited to be displayed at the Chicago World's Fair. After being accidentally freed, the gorilla becomes uncontrollable and attacks his mistress in a bestial rage."
1608,B*A*P*S (1997),1609,"Nisi and Mickey, waitresses saving for their dream restaurant, audition for a music video in California. Nisi is asked to act as Mr. Blakemore's lost love. They teach him to live again and he teaches them to be ""Black American Princesses."" A heartwarming story of friendship and self-discovery."
1609,"Truth or Consequences, N.M. (1997)",1610,"A drug deal gone awry leads to a wild chase, with a couple kidnapped and forced to join in. The male hostage becomes enamored with the thrill of the chase, complicating matters. The storyline is intense and suspenseful."
1610,Intimate Relations (1996),1611,"Harold becomes a lodger in the Beasley household, where he begins an affair with Mrs. Beasley. Her daughter, Joyce, blackmails Harold into allowing her to join them in bed. The movie explores the effects of this relationship on all parties involved, leading to extreme actions."
1611,"Leading Man, The (1996)",1612,"Successful playwright Felix falls in love with a young actress and plans to leave his family. A Hollywood actor, Robin, arrives and suggests seducing Felix's wife to distract her from the affair. Felix agrees, but it spirals out of control, leading to madness and a grand theatrical gesture with unexpected consequences."
1612,Tokyo Fist (1995),1613,A chance encounter on the subway leads a businessman to suspect his childhood friend is having an affair with his fiancée. The resulting confrontation leads to a brutal and violent showdown.
1613,"Reluctant Debutante, The (1958)",1614,"A young American girl visits her father in London during the season of debutantes. Her stepmother wants her to find a suitable mate, but she falls for an Italian-American drummer. The stepmother believes rumors about the drummer and tries to prevent the relationship, but the father sees the truth and must convince her."
1614,Warriors of Virtue (1997),1615,"A disabled boy, Ryan, is transported to the land of Tao where he is hunted by the evil Lord Komodo, who desires him as a key to enter the real world. Ryan is saved by five humanoid kangaroos, each with the five elements and virtues. He learns a valuable lesson while saving Tao."
1615,Desert Winds (1995),1616,"""Wind"" is a heartwarming tale of two individuals, Jackie and Eugene, who connect through a mystical wind tunnel. The wind inspires them to confront their fears and pursue their passions. The film's Indian backdrop adds a touch of spirituality to the story."
1616,Hugo Pool (1997),1617,"""Hugo Pool"" is a unique love story between a pool cleaner and a terminally ill man. The movie portrays the struggles of their relationship and the challenges they face due to the disease."
1617,King of New York (1990),1618,"After serving a long prison sentence, Frank White returns to New York to reclaim his drug empire. He plans to modernize the hospital in his old neighborhood by giving away the money he makes. However, he faces opposition from both drug dealers and rogue cops who want to take him down."
1618,All Things Fair (1996),1619,"A 15-year-old pupil, Stig, falls for his 37-year-old teacher, Viola, during World War II in Malmö, Sweden. Despite her husband's friendship and Stig's realization of their relationship, they continue their affair. However, their forbidden love has unexpected consequences."
1619,"Sixth Man, The (1997)",1620,"After the star of the college basketball team dies, his teammate must take over his role. But when the deceased player returns as a ghost to help, things get complicated. This heartfelt story explores the impact of loss and the struggle to find one's own identity."
1620,Butterfly Kiss (1995),1621,"Eunice searches for Judith, the woman she loves, walking from one filling station to another. She meets Miriam, who takes her home and follows her on the search. Miriam tries to make Eunice a better person but is shocked by her cruelty and loses ground herself."
